width,noise,instance number, greedy mean,greedy stdev,pagerank value,regret value,optimal value
100,0.65,17,41.72,0.7183,43.8365,44.481,46.2689
100,0.65,18,41.36,0.654442,41.0702,44.0441,45.8547
100,0.65,19,40.24,0.653445,41.1104,42.4089,44.6906
100,0.66,0,42.48,0.687434,43.4176,44.5905,47.023
100,0.66,1,41.75,0.663867,43.0014,43.6803,46.3522
100,0.66,2,41.02,0.733596,40.4038,43.4849,45.5574
100,0.66,3,41,0.689711,41.453,42.8081,45.5224
100,0.66,4,42.02,0.663492,41.8933,44.6556,46.4579
100,0.66,5,41.98,0.706708,42.8618,44.2648,46.4126
100,0.66,6,42.25,0.706227,42.2034,44.4878,46.6153
100,0.66,7,41.93,0.703596,42.3715,44.3983,46.6931
100,0.66,8,42.13,0.725746,42.1493,43.9858,46.3453
100,0.66,9,41.53,0.65522,42.2264,43.1104,45.9953
100,0.66,10,41.47,0.741147,41.6218,44.2033,46.1113
100,0.66,11,41.14,0.720386,41.5469,43.7244,45.4194
100,0.66,12,40.38,0.721677,41.9024,42.6196,45.1693
100,0.66,13,40.7,0.673585,41.0486,43.1405,45.1094
100,0.66,14,40.7,0.680498,41.7054,43.1242,45.3575
100,0.66,15,42.46,0.697269,42.6375,44.873,46.9051
100,0.66,16,41.64,0.65469,42.4903,43.4064,46.1171
100,0.66,17,40.01,0.697042,40.6516,42.5127,44.3922
100,0.66,18,41.97,0.736077,43.0726,43.8019,46.2062
100,0.66,19,40.18,0.708332,40.8675,41.8737,44.8195
100,0.67,0,41.35,0.742693,40.8788,44.5974,46.4415
100,0.67,1,41.13,0.700749,41.468,43.34,45.1035
100,0.67,2,41.43,0.648087,41.4806,44.4828,45.5304
100,0.67,3,41.38,0.720968,41.75,43.7524,46.101
100,0.67,4,41.38,0.691962,41.7794,43.6032,46.0105
100,0.67,5,41.84,0.68168,41.7176,43.8554,45.6709
100,0.67,6,41.32,0.740786,41.8353,43.584,46.061
100,0.67,7,41.31,0.700621,41.8271,43.0103,45.59
100,0.67,8,40.71,0.67212,40.7655,42.3335,44.9451
100,0.67,9,40.83,0.718093,41.1393,43.0365,45.3208
100,0.67,10,41.89,0.701018,41.9682,44.1394,46.3244
100,0.67,11,40.84,0.675656,41.9184,42.6535,45.2608
100,0.67,12,41.46,0.675591,42.5047,43.7703,46.0283
100,0.67,13,42.16,0.676517,43.6062,44.6572,46.1499
100,0.67,14,40.71,0.679238,40.8762,43.3528,44.8944
100,0.67,15,40.88,0.667793,41.2116,42.6544,45.2903
100,0.67,16,40.94,0.669661,41.7843,43.6081,45.641
100,0.67,17,41.59,0.692158,42.7589,44.0392,45.9331
100,0.67,18,41.81,0.70949,42.4079,44.2287,46.1301
100,0.67,19,41.91,0.740941,42.2175,44.4953,46.5302
100,0.68,0,42.2,0.641025,43.4084,44.0036,46.2921
100,0.68,1,42.15,0.644077,43.3149,44.1342,46.8033
100,0.68,2,39.89,0.675061,40.6388,41.9281,44.3072
100,0.68,3,41.6,0.684114,42.1559,42.6203,45.7414
100,0.68,4,41.83,0.650776,41.9993,43.0472,45.982
100,0.68,5,40.97,0.645589,41.3112,41.8632,44.8905
100,0.68,6,41.45,0.697825,41.8578,44.241,46.0083
100,0.68,7,41.49,0.654529,41.7178,43.9098,46.0576
100,0.68,8,41.13,0.677744,42.04,43.1667,45.5323
100,0.68,9,41.59,0.698494,41.8099,43.6,45.9467
100,0.68,10,40.44,0.728898,40.5748,42.265,44.8316
100,0.68,11,42.15,0.708587,43.2886,44.1178,46.5424
100,0.68,12,41.66,0.693872,42.6804,43.8786,46.1853
100,0.68,13,42.55,0.742129,42.2329,44.8219,47.0254
100,0.68,14,41.43,0.671389,41.2077,44.3626,46.0004
100,0.68,15,42.53,0.764821,42.7738,44.0831,46.9481
100,0.68,16,41.35,0.667568,41.8884,43.7242,45.8349
100,0.68,17,42.01,0.683745,42.6818,44.7587,46.2504
100,0.68,18,41.59,0.666909,41.9062,44.1909,45.3827
100,0.68,19,41.63,0.736775,42.3942,44.529,46.3207
100,0.69,0,41.71,0.627814,41.646,43.6982,45.9067
100,0.69,1,41.62,0.691563,42.4829,43.4416,46.0395
100,0.69,2,41.02,0.671274,40.5842,42.9591,44.8738
100,0.69,3,41.67,0.703904,42.1989,44.124,46.0963
100,0.69,4,41.17,0.692912,41.8191,43.3113,45.4933
100,0.69,5,42.27,0.655494,41.7146,44.3714,46.5781
100,0.69,6,41.79,0.676062,42.299,44.0083,45.9149
100,0.69,7,41.7,0.691666,41.8914,43.676,45.5008
100,0.69,8,43.05,0.648837,43.6111,44.6674,47.1622
100,0.69,9,42.08,0.695247,42.2444,44.1594,46.6886
100,0.69,10,42.24,0.665292,43.0499,43.011,46.256
100,0.69,11,41.93,0.734598,41.7484,44.3374,46.2889
100,0.69,12,40.86,0.6288,41.5044,43.312,45.015
100,0.69,13,42.09,0.710762,42.1273,44.3251,46.4815
100,0.69,14,41.94,0.711021,42.5211,44.2956,46.4343
100,0.69,15,41.48,0.673666,42.2968,44.1509,46.0725
100,0.69,16,41.65,0.650107,42.0373,43.0188,45.7066
100,0.69,17,41.84,0.721739,41.8938,43.9113,45.9221
100,0.69,18,42.15,0.715741,42.839,44.7175,46.5811
100,0.69,19,42.01,0.652055,41.947,44.5385,46.3006
100,0.7,0,41.7,0.64107,41.6045,43.2636,45.8201
100,0.7,1,42.24,0.721486,42.0096,44.55,46.684
100,0.7,2,42.82,0.705897,43.6687,45.2148,47.1867
100,0.7,3,41.82,0.696117,42.9037,43.5806,46.1009
100,0.7,4,40.86,0.663025,41.644,42.7056,44.8195
100,0.7,5,42.87,0.702623,43.3366,44.8219,47.0502
100,0.7,6,41.14,0.718802,41.8492,43.0859,45.6253
100,0.7,7,41.84,0.69065,43.0503,44.1418,46.1158
100,0.7,8,42.41,0.630965,43.3958,44.2673,46.0881
100,0.7,9,41.17,0.669059,42.3978,43.0505,45.1556
100,0.7,10,41.79,0.728098,42.3597,44.5,45.9755
100,0.7,11,41.55,0.667968,42.0707,43.4567,45.9578
100,0.7,12,42.36,0.726769,43.5987,44.1446,46.5804
100,0.7,13,40.76,0.660285,40.9929,42.6457,44.4841
100,0.7,14,41.86,0.70367,42.357,44.0457,46.1478
100,0.7,15,41.27,0.660939,42.0782,43.515,45.4552
100,0.7,16,40.98,0.706662,41.6,43.3676,44.9287
100,0.7,17,41.91,0.685878,42.4543,43.8974,46.1361
100,0.7,18,41.15,0.661293,41.513,42.715,45.4094
100,0.7,19,41.6,0.704618,42.5377,43.3401,46.0053
100,0.71,0,41.87,0.586313,41.9068,44.4385,45.8627
100,0.71,1,42.57,0.703802,43.0355,43.894,46.4785
100,0.71,2,41.62,0.742542,42.0357,43.7705,45.5277
100,0.71,3,42.02,0.670507,42.9957,44.1772,46.1571
100,0.71,4,42.97,0.708836,43.1817,44.909,47.2918
100,0.71,5,42.65,0.723524,43.3419,44.3053,46.9689
100,0.71,6,41.4,0.701659,41.993,43.5277,45.7302
100,0.71,7,41.25,0.712438,41.922,42.6646,45.402
100,0.71,8,42.46,0.678384,43.0194,43.2285,46.0299
100,0.71,9,41.41,0.662372,41.1607,43.1351,45.2956
100,0.71,10,42.01,0.724742,42.6874,43.5039,46.0341
100,0.71,11,43.07,0.723531,43.6107,44.7978,47.3865
100,0.71,12,42.11,0.66712,42.2807,44.172,46.5018
100,0.71,13,41.84,0.652638,42.0033,43.9274,46.1261
100,0.71,14,41.9,0.668749,42.8319,43.7476,45.8185
100,0.71,15,42.09,0.730029,42.7844,44.8019,46.4807
100,0.71,16,42.12,0.70189,42.6553,44.2937,46.0837
100,0.71,17,42.46,0.701727,43.2263,44.1672,46.539
100,0.71,18,41.09,0.688985,40.8555,42.6371,45.3569
100,0.71,19,41.81,0.68472,42.4011,43.1884,45.7843
100,0.72,0,42.82,0.677419,43.6192,44.8775,46.5714
100,0.72,1,42.26,0.660189,42.1004,43.6406,46.3084
100,0.72,2,40.81,0.656107,40.7629,42.3529,44.6801
100,0.72,3,41.67,0.658884,41.9957,43.8733,46.0937
100,0.72,4,41.55,0.657272,42.7486,43.7401,45.8951
100,0.72,5,41.07,0.705727,40.9221,43.5168,45.2326
100,0.72,6,40.97,0.710462,42.0562,42.8831,44.965
100,0.72,7,41.65,0.675444,43.1544,43.3602,45.9775
100,0.72,8,41.42,0.686534,42.183,43.5609,45.5554
100,0.72,9,41.82,0.619481,42.292,44.2108,45.8852
100,0.72,10,42.7,0.675258,42.9912,44.4019,46.726
100,0.72,11,41.77,0.609967,42.3753,44.2496,45.6288
100,0.72,12,41.55,0.688483,42.3999,42.9051,45.632
100,0.72,13,42.05,0.72306,42.3248,43.7624,45.8334
100,0.72,14,41.72,0.708487,42.9639,43.8469,45.9022
100,0.72,15,41.67,0.638604,42.3036,43.8576,45.5796
100,0.72,16,42.77,0.704328,43.547,44.3053,46.4652
100,0.72,17,41.23,0.707457,41.4537,42.7513,45.2326
100,0.72,18,41.47,0.697408,42.414,43.1444,45.6072
100,0.72,19,42.1,0.659101,41.4825,44.1225,46.3161
100,0.73,0,41.68,0.632315,42.1635,43.097,45.3369
100,0.73,1,42.03,0.684207,41.9259,44.083,45.9592
100,0.73,2,42,0.655945,42.9317,43.4448,45.6879
100,0.73,3,41.78,0.702963,42.0447,43.9237,45.5895
100,0.73,4,41.94,0.642618,42.1042,43.3237,46.0219
100,0.73,5,42.66,0.65132,42.4837,45.0652,46.3237
100,0.73,6,41.88,0.688155,43.0605,43.6631,46.0073
100,0.73,7,42.71,0.613709,43.6447,44.2187,46.6905
100,0.73,8,42.2,0.65712,42.5107,43.3438,45.8425
100,0.73,9,42.95,0.727348,43.1387,44.7553,46.3043
100,0.73,10,42,0.666003,42.5196,43.7074,45.8742
100,0.73,11,41.2,0.678369,41.5249,42.4204,45.2746
100,0.73,12,41.72,0.689606,42.0051,43.3805,45.8081
100,0.73,13,42.15,0.652153,42.6383,44.3862,46.0253
100,0.73,14,41.14,0.722671,42.0217,43.1232,45.1363
100,0.73,15,42.9,0.668577,42.7745,43.5785,46.3697
100,0.73,16,41.18,0.676762,41.9594,42.3379,44.8522
100,0.73,17,42.84,0.700142,43.7991,45.5982,46.6981
100,0.73,18,41.61,0.72979,41.8444,43.5012,45.5899
100,0.73,19,40.6,0.653889,41.1158,42.2476,44.4838
100,0.74,0,41.68,0.630433,42.3451,43.0859,45.3809
100,0.74,1,42.53,0.710938,43.1164,44.7264,46.3869
100,0.74,2,42.15,0.680982,42.8203,44.2691,46.2578
100,0.74,3,41.72,0.598575,42.4407,43.8074,45.5968
100,0.74,4,41.56,0.662291,41.5406,42.9841,45.5755
100,0.74,5,41.45,0.65238,41.4348,42.6171,45.2839
100,0.74,6,42.54,0.64508,43.4575,45.0374,46.3755
100,0.74,7,42.75,0.621385,43.8463,43.9721,46.5108
100,0.74,8,42.7,0.691115,43.2406,44.7104,46.8255
100,0.74,9,42.62,0.692719,43.6372,44.779,46.4054
100,0.74,10,42.39,0.649238,42.5251,43.4887,46.0306
100,0.74,11,41.47,0.667606,42.0157,42.8925,45.5471
100,0.74,12,42.6,0.706159,43.3672,44.1426,46.5001
100,0.74,13,42.47,0.692875,43.3729,44.4317,46.3977
100,0.74,14,42.72,0.712408,43.1283,44.4602,46.7973
100,0.74,15,42.66,0.680767,43.4323,43.9219,46.4137
100,0.74,16,42.34,0.679254,42.8659,44.264,46.0939
100,0.74,17,42.08,0.740717,43.47,44.2194,46.1342
100,0.74,18,41.75,0.721347,41.9079,42.6156,46.0707
100,0.74,19,41.66,0.676752,41.5708,43.1606,45.3547
100,0.75,0,42.54,0.668005,43.3877,43.6237,46.1121
100,0.75,1,41.87,0.675093,41.9837,42.4133,45.6654
100,0.75,2,41.89,0.673519,42.522,43.7489,45.5083
100,0.75,3,41.38,0.680627,42.2526,42.8438,45.2655
100,0.75,4,43.09,0.651124,43.4438,44.4863,47.1098
100,0.75,5,42,0.650498,41.7965,44.3196,46.0276
100,0.75,6,42.22,0.718493,44.1935,44.106,46.1192
100,0.75,7,42.95,0.724465,44.1162,44.2423,46.8972
100,0.75,8,42.35,0.678479,42.1035,44.2947,46.1204
100,0.75,9,42.42,0.628562,43.0753,44.5505,46.3371
100,0.75,10,42.59,0.664995,42.491,44.0753,46.1611
100,0.75,11,43.5,0.638802,44.0082,44.9871,47.4023
100,0.75,12,42.06,0.640021,42.2426,44.0489,45.6642
100,0.75,13,42.6,0.649569,42.2543,44.175,46.5333
100,0.75,14,41.78,0.666531,42.1877,43.6938,45.8796
100,0.75,15,42.25,0.733013,42.3179,44.0061,46.2214
100,0.75,16,42.84,0.651145,42.4989,44.8749,46.5092
100,0.75,17,43.66,0.657515,44.3563,45.1711,47.4189
100,0.75,18,43.25,0.660372,43.9973,44.6632,46.9165
100,0.75,19,41.19,0.680963,40.6917,42.1787,45.1331
100,0.76,0,42.56,0.636481,42.7212,44.2661,45.9003
100,0.76,1,42.12,0.646756,42.0816,43.4132,45.8023
100,0.76,2,42.15,0.745224,42.7975,43.9863,46.0104
100,0.76,3,42.69,0.632882,43.1353,44.021,46.2864
100,0.76,4,43.56,0.634435,44.6469,45.0448,47.4307
100,0.76,5,41.9,0.714911,42.277,44.0651,45.8879
100,0.76,6,42.72,0.704362,43.3552,44.1725,46.5054
100,0.76,7,42.17,0.724017,43.4074,43.8502,45.9431
100,0.76,8,41.86,0.650101,42.7303,43.9515,45.6813
100,0.76,9,41.87,0.667245,41.8224,43.9054,45.9561
100,0.76,10,42.47,0.659114,42.3868,44.7334,45.9245
100,0.76,11,42.52,0.68422,43.5115,45.2201,46.3891
100,0.76,12,43.11,0.665389,42.973,44.9933,47.0658
100,0.76,13,42.55,0.700175,42.4175,43.5706,46.212
100,0.76,14,42.67,0.683113,43.6841,44.4554,46.5978
100,0.76,15,42.8,0.655274,42.0338,44.0366,46.6325
100,0.76,16,43.31,0.662079,44.7043,45.3501,47.0812
100,0.76,17,43.81,0.649936,44.3185,46.0072,47.393
100,0.76,18,43,0.684288,43.5287,45.1729,46.6598
100,0.76,19,42.56,0.653586,42.8463,44.0876,45.8315
100,0.77,0,42.12,0.652548,42.4786,44.6564,45.867
100,0.77,1,42.14,0.700701,43.0321,43.8586,45.9401
100,0.77,2,42.68,0.68915,43.3777,44.6688,46.5001
100,0.77,3,42.52,0.71051,43.221,44.1808,46.4649
100,0.77,4,42.99,0.635672,43.5242,44.6308,47.1276
100,0.77,5,43.17,0.676532,43.3078,44.8923,46.6583
100,0.77,6,41.76,0.675673,42.2086,43.8988,45.7359
100,0.77,7,42.37,0.692129,42.8573,44.1723,46.2356
100,0.77,8,41.72,0.701676,42.352,43.1717,45.5025
100,0.77,9,41.96,0.694635,42.8079,43.5871,45.5051
100,0.77,10,43.37,0.64393,44.9647,44.9541,46.9866
100,0.77,11,42.67,0.654716,43.0698,44.1338,46.3605
100,0.77,12,42.85,0.61922,42.2132,44.9071,46.5057
100,0.77,13,42.15,0.686725,42.0649,43.5058,45.7657
100,0.77,14,42.79,0.724112,42.7779,44.3459,46.3877
100,0.77,15,43.95,0.632802,44.7795,45.4335,47.6632
100,0.77,16,42.99,0.675184,43.552,44.4202,46.535
100,0.77,17,42.26,0.622554,43.0917,44.606,46.1386
100,0.77,18,42.73,0.678951,43.6346,44.6402,46.4926
100,0.77,19,41.29,0.718303,41.8767,43.7161,45.3695
100,0.78,0,43.76,0.678387,43.5672,45.4325,47.1044
100,0.78,1,42.04,0.681027,43.6281,43.3609,46.0985
100,0.78,2,43.13,0.669007,43.5662,44.2139,46.7619
100,0.78,3,43.54,0.70631,44.7586,45.1606,47.1033
100,0.78,4,43.61,0.628117,43.9415,44.4995,46.9503
100,0.78,5,42.62,0.673097,43.5054,44.0733,46.1599
100,0.78,6,42.46,0.61536,43.1124,44.242,46.1225
100,0.78,7,42.08,0.694851,43.164,43.1788,46.0274
100,0.78,8,43.36,0.644341,44.5538,44.6828,46.7069
100,0.78,9,42.75,0.68175,43.1309,44.1403,46.452
100,0.78,10,42.33,0.719419,43.1284,44.034,46.0081
100,0.78,11,42.48,0.641891,43.3283,43.983,45.6389
100,0.78,12,42.08,0.677231,42.1177,43.5307,45.8009
100,0.78,13,42.26,0.7206,42.2338,43.5083,46.3937
100,0.78,14,41.77,0.678866,43.0638,44.0461,45.2796
100,0.78,15,42.62,0.646015,43.6572,44.1523,46.3676
100,0.78,16,43.62,0.653711,43.1683,45.8239,47.4101
100,0.78,17,42.96,0.689548,43.7139,45.2395,46.6479
100,0.78,18,43.65,0.645091,44.708,44.9362,47.1607
100,0.78,19,42.65,0.714174,43.1706,44.4901,46.2508
100,0.79,0,42.35,0.690144,43.7896,43.9393,45.9684
100,0.79,1,42.79,0.604242,42.9184,43.5439,46.054
100,0.79,2,42.87,0.654923,42.829,44.5126,46.6332
100,0.79,3,43.04,0.684732,42.6947,44.8951,46.6923
100,0.79,4,43.51,0.666672,44.4458,44.8839,47.2725
100,0.79,5,42.99,0.629101,43.4869,44.4867,46.154
100,0.79,6,42.99,0.681824,43.7533,44.7968,46.7058
100,0.79,7,42.55,0.663295,43.5012,43.7679,46.1443
100,0.79,8,43.19,0.651681,43.973,45.3926,46.7715
100,0.79,9,42.95,0.620099,43.4535,44.6908,46.3392
100,0.79,10,43.08,0.716924,44.7715,44.5829,46.6705
100,0.79,11,43.35,0.676925,44.1334,44.312,46.9324
100,0.79,12,43.32,0.630975,43.942,44.9342,46.8849
100,0.79,13,42.44,0.64516,42.3289,44.2059,46.0673
100,0.79,14,42.38,0.674048,42.5991,43.8909,46.03
100,0.79,15,43.21,0.772156,43.7341,44.7764,46.7271
100,0.79,16,42.46,0.699375,42.4401,44.0867,46.2647
100,0.79,17,42.4,0.663453,42.545,43.8645,45.8417
100,0.79,18,42.92,0.655801,42.9906,44.1455,46.3563
100,0.79,19,42.66,0.722068,42.9765,44.8313,46.2192
100,0.8,0,43.85,0.643174,45.1985,44.7553,47.3078
100,0.8,1,41.83,0.638401,41.6709,43.7722,45.3881
100,0.8,2,42.89,0.732507,44.3918,44.7279,46.2448
100,0.8,3,42.83,0.685574,43.6426,44.4265,46.517
100,0.8,4,43.01,0.660039,43.382,44.1016,46.7792
100,0.8,5,43.04,0.6552,43.536,44.5948,46.472
100,0.8,6,42.67,0.683653,44.1211,44.4448,46.4799
100,0.8,7,43.27,0.718488,43.7577,44.3004,46.7182
100,0.8,8,43.18,0.66349,43.9927,44.0666,46.6741
100,0.8,9,42.87,0.707923,42.7518,43.8681,46.6094
100,0.8,10,42.57,0.65826,43.4647,43.2405,46.2913
100,0.8,11,42.84,0.652161,43.4636,44.5493,46.257
100,0.8,12,42.73,0.720681,43.4805,43.8606,46.3904
100,0.8,13,42.49,0.674953,42.658,44.2233,45.7369
100,0.8,14,43.01,0.638181,43.2903,44.9361,46.1609
100,0.8,15,43.18,0.71382,43.7363,44.649,46.617
100,0.8,16,42.42,0.6868,42.8459,44.0017,45.5393
100,0.8,17,42.89,0.664821,43.8332,44.3966,46.3066
100,0.8,18,42.59,0.659199,42.8832,44.0216,46.0758
100,0.8,19,43.48,0.641445,44.3505,44.5354,46.9002
100,0.81,0,43.21,0.70722,43.3337,44.5878,46.5989
100,0.81,1,42.99,0.655538,42.8761,44.6976,46.3945
100,0.81,2,43.74,0.681139,44.2581,45.2926,47.4441
100,0.81,3,42.94,0.640279,42.5652,44.4551,46.2826
100,0.81,4,42.87,0.713279,43.3141,44.4325,46.6201
100,0.81,5,43.51,0.671999,44.7317,44.3558,46.892
100,0.81,6,43.34,0.675435,43.4412,44.5475,46.9874
100,0.81,7,42.51,0.694785,43.2042,44.0048,45.906
100,0.81,8,43.15,0.676756,44.1172,44.4215,46.6339
100,0.81,9,43.46,0.655561,44.3112,43.8349,46.9216
100,0.81,10,43.05,0.623958,43.4179,44.5399,46.5841
100,0.81,11,43.57,0.639064,44.4706,45.1431,46.9153
100,0.81,12,42.33,0.707315,43.2206,43.9134,46.0085
100,0.81,13,43.15,0.752077,44.064,44.7677,46.5402
100,0.81,14,42.96,0.682559,43.4885,44.3204,46.1468
100,0.81,15,42.59,0.699234,43.1923,43.9017,45.8265
100,0.81,16,42.75,0.717,43.0733,43.8351,46.5528
100,0.81,17,43.38,0.663623,44.2704,44.0259,46.7297
100,0.81,18,43.14,0.64508,43.5051,44.6875,46.4128
100,0.81,19,43.19,0.676821,43.2105,44.3527,46.5505
100,0.82,0,44.3,0.650554,45.0581,45.4163,47.6761
100,0.82,1,43.12,0.700097,44.2286,43.8439,46.4249
100,0.82,2,43.33,0.662029,43.0034,44.6604,46.6928
100,0.82,3,42.8,0.675249,43.4598,44.0732,46.3599
100,0.82,4,43.43,0.646365,43.6537,43.8968,46.7952
100,0.82,5,43.29,0.625863,43.4701,44.9742,46.4919
100,0.82,6,43.16,0.686167,43.1119,44.1009,46.5441
100,0.82,7,43.02,0.680336,43.8901,44.4983,46.2746
100,0.82,8,43.23,0.64858,43.4806,44.9244,46.7272
100,0.82,9,42.2,0.691094,42.7249,42.8573,45.7946
100,0.82,10,42.56,0.719532,42.7502,43.0335,45.8741
100,0.82,11,43.09,0.670263,44.3933,43.6951,46.5825
100,0.82,12,43.17,0.659864,43.2181,45.1685,46.6376
100,0.82,13,43.05,0.665317,43.6586,44.3191,46.2535
100,0.82,14,43.22,0.690194,42.8961,44.9341,46.3495
100,0.82,15,43.25,0.667614,43.8372,44.4649,46.5176
100,0.82,16,42.99,0.668909,43.2836,44.989,46.3079
100,0.82,17,42.93,0.726451,43.3876,44.2375,46.5649
100,0.82,18,43.01,0.653791,43.5394,44.3221,46.5447
100,0.82,19,43.18,0.656361,42.4997,44.0598,46.3752
100,0.83,0,43.29,0.645672,43.6729,43.8653,46.4173
100,0.83,1,43.67,0.752459,44.2688,44.9687,47.0062
100,0.83,2,43.04,0.668507,43.3329,44.0002,46.2437
100,0.83,3,43.85,0.697125,44.9103,45.0887,47.1452
100,0.83,4,43.74,0.681689,44.1415,45.3562,47.1588
100,0.83,5,43.86,0.721545,43.8635,45.0036,47.2306
100,0.83,6,42.96,0.680392,43.2769,44.2986,46.3333
100,0.83,7,43.44,0.645893,43.8698,44.4017,46.3517
100,0.83,8,43.62,0.668981,44.6347,45.0618,46.8549
100,0.83,9,42.53,0.645735,43.2224,43.737,45.9756
100,0.83,10,43.67,0.640659,44.976,44.0171,46.7855
100,0.83,11,43,0.603127,44.1058,44.6582,46.2418
100,0.83,12,43.15,0.682797,43.4905,44.9637,46.4486
100,0.83,13,43.98,0.670622,45.0003,44.9631,47.1943
100,0.83,14,42.77,0.656591,43.6033,44.4922,46.3009
100,0.83,15,42.81,0.670042,43.4604,44.0546,46.1485
100,0.83,16,43,0.642689,43.7565,44.0157,46.4304
100,0.83,17,43.11,0.667876,43.4124,43.8267,46.3103
100,0.83,18,43.24,0.70872,43.386,44.0251,46.6855
100,0.83,19,43.15,0.68253,43.143,44.7235,46.5697
100,0.84,0,44,0.650689,44.2968,45.6104,47.172
100,0.84,1,43.5,0.697278,43.9615,45.5392,46.6362
100,0.84,2,43.35,0.661865,43.1428,44.6936,46.3426
100,0.84,3,43.23,0.672163,43.8628,44.7468,46.4773
100,0.84,4,43.11,0.64358,44.5798,44.4728,46.1854
100,0.84,5,43.12,0.626503,43.9033,44.4962,46.3632
100,0.84,6,43.47,0.675323,43.8963,45.0589,46.5506
100,0.84,7,42.94,0.686255,44.2174,44.8407,46.2645
100,0.84,8,43.1,0.679247,43.1284,44.1269,46.4196
100,0.84,9,43.48,0.698706,44.5554,45.5323,46.8945
100,0.84,10,43.37,0.683519,43.8189,45.2733,46.7305
100,0.84,11,43.09,0.67559,43.7173,44.9583,46.4228
100,0.84,12,43.61,0.661519,43.4886,45.2507,46.7769
100,0.84,13,43.2,0.68371,44.3371,44.4405,46.7415
100,0.84,14,43.26,0.71344,43.445,44.2425,46.7216
100,0.84,15,43.29,0.672837,43.8969,44.8995,46.6959
100,0.84,16,43.72,0.620835,43.8246,44.9254,46.8309
100,0.84,17,43.95,0.667385,44.5932,45.2752,47.104
100,0.84,18,43.27,0.693113,44.3188,44.7036,46.4612
100,0.84,19,43.49,0.698488,44.4581,45.1753,46.9103
100,0.85,0,43.71,0.674059,43.9318,45.2508,46.8264
100,0.85,1,43.71,0.717152,44.2945,45.0047,47.0441
100,0.85,2,43.04,0.68846,42.7123,44.1812,46.366
100,0.85,3,43.4,0.679964,43.9513,43.8084,46.6037
100,0.85,4,43.29,0.668218,43.1493,44.4101,46.575
100,0.85,5,43.33,0.654061,43.6657,44.6425,46.7356
100,0.85,6,43.17,0.67388,43.7194,44.4838,46.4199
100,0.85,7,43.59,0.679442,44.2952,45.6379,46.7355
100,0.85,8,43.34,0.665592,43.4989,45.0679,46.5779
100,0.85,9,44.71,0.662729,45.7656,45.348,47.6773
100,0.85,10,43.46,0.663959,43.5674,44.6925,46.6078
100,0.85,11,42.75,0.715301,43.2075,44.0919,46.1558
100,0.85,12,43.56,0.634782,44.3256,44.0696,46.6148
100,0.85,13,43.51,0.690328,44.1977,45.0061,46.7647
100,0.85,14,43.03,0.736733,43.193,44.6621,46.2498
100,0.85,15,43.13,0.742427,44.3829,44.038,46.5323
100,0.85,16,43.27,0.693343,43.6462,44.5264,46.5196
100,0.85,17,43.71,0.694948,44.3398,45.025,46.8309
100,0.85,18,43.52,0.67682,43.5223,45.2232,46.7943
100,0.85,19,43.55,0.681105,44.0065,43.864,46.7503
100,0.86,0,43.11,0.715172,43.2083,44.5045,46.4785
100,0.86,1,43.92,0.733905,44.8804,44.1091,47.065
100,0.86,2,43.57,0.671341,43.812,44.4061,46.6664
100,0.86,3,43.33,0.747642,43.1604,44.8071,46.2768
100,0.86,4,42.85,0.699374,43.6802,44.0825,46.0588
100,0.86,5,43.06,0.704413,43.2459,44.3583,46.247
100,0.86,6,43.22,0.673549,43.0966,43.8439,46.2957
100,0.86,7,43.88,0.675102,44.7529,44.5106,47.2199
100,0.86,8,43.78,0.634132,44.3163,44.3746,46.706
100,0.86,9,43.61,0.717328,44.2928,44.8515,46.4782
100,0.86,10,43.59,0.658155,44.727,45.3075,46.852
100,0.86,11,43.81,0.690753,44.5502,45.0489,47.1994
100,0.86,12,43.77,0.674594,44.2944,45.7881,46.9705
100,0.86,13,43.99,0.690063,43.6715,44.7397,47.226
100,0.86,14,43.54,0.685401,43.7782,44.3946,46.6619
100,0.86,15,43.75,0.687388,43.84,44.529,46.8689
100,0.86,16,43.75,0.677579,44.4736,44.9282,46.7531
100,0.86,17,42.84,0.64383,43.3571,43.9354,45.8
100,0.86,18,44.06,0.640786,44.5987,45.5226,47.0442
100,0.86,19,43.32,0.667428,43.7064,44.3551,46.6164
100,0.87,0,43.47,0.65203,43.6869,44.1936,46.5764
100,0.87,1,43.73,0.712804,44.7572,44.7121,46.8511
100,0.87,2,44.1,0.685398,44.9294,45.8114,47.2612
100,0.87,3,43.32,0.69528,43.8749,43.5985,46.385
100,0.87,4,44.04,0.673602,44.9086,44.8745,47.0449
100,0.87,5,44,0.669734,44.3264,45.1183,46.9291
100,0.87,6,43.74,0.611186,44.3544,45.1943,46.6455
100,0.87,7,43.51,0.693715,42.9135,44.2183,46.6994
100,0.87,8,44.08,0.657799,45.0285,44.4642,47.2541
100,0.87,9,43.72,0.64999,44.0456,44.4471,46.7799
100,0.87,10,43.93,0.688459,45.3844,44.991,46.9816
100,0.87,11,44.01,0.675421,44.2269,45.6017,47.2989
100,0.87,12,43.41,0.650491,44.4308,44.6165,46.2594
100,0.87,13,43.78,0.674812,43.6256,44.8311,46.8092
100,0.87,14,43.77,0.693622,43.9904,44.9106,46.9325
100,0.87,15,43.54,0.697925,43.2119,45.6806,46.6546
100,0.87,16,44.21,0.695938,44.5341,45.5964,47.4234
